id_municipio,nome_municipio,sigla_uf,nome_regiao,cluster,cluster_k3,taxa_alf,risco_previsto,n_alunos,presenca
1100015,Alta Floresta D'Oeste,RO,Norte,0,0,0.6071,0.4224,560,0.8964
1100023,Ariquemes,RO,Norte,1,2,0.5722,0.4373,2562,0.8931
1100031,Cabixi,RO,Norte,1,1,0.6727,0.3066,165,0.9152
1100049,Cacoal,RO,Norte,1,1,0.578,0.3935,1986,0.8882
1100056,Cerejeiras,RO,Norte,1,1,0.587,0.3101,494,0.9433
1100064,Colorado do Oeste,RO,Norte,1,1,0.605,0.3576,362,0.8895
1100072,Corumbiara,RO,Norte,1,1,0.5964,0.3196,275,0.9018
1100080,Costa Marques,RO,Norte,0,0,0.6422,0.4383,450,0.9133
1100098,Espigão D'Oeste,RO,Norte,1,1,0.695,0.3995,905,0.9138
1100106,Guajará-Mirim,RO,Norte,0,0,0.4197,0.4959,1084,0.917
1100114,Jaru,RO,Norte,1,1,0.5886,0.4047,1366,0.9173
1100122,Ji-Paraná,RO,Norte,1,1,0.5995,0.3992,3398,0.8761
1100130,Machadinho D'Oeste,RO,Norte,0,0,0.5104,0.5155,960,0.8719
1100148,Nova Brasilândia D'Oeste,RO,Norte,1,1,0.7043,0.3761,487,0.9363
1100155,Ouro Preto do Oeste,RO,Norte,1,1,0.6241,0.4303,838,0.8902
1100189,Pimenta Bueno,RO,Norte,1,1,0.6881,0.3827,1013,0.9003
1100205,Porto Velho,RO,Norte,1,2,0.5032,0.479,13166,0.8577
1100254,Presidente Médici,RO,Norte,1,1,0.5833,0.3341,444,0.8986
1100262,Rio Crespo,RO,Norte,1,1,0.6124,0.2976,129,0.8605
1100288,Rolim de Moura,RO,Norte,1,2,0.653,0.4163,1484,0.909
1100296,Santa Luzia D'Oeste,RO,Norte,1,2,0.7542,0.3135,179,0.9497
1100304,Vilhena,RO,Norte,1,2,0.5987,0.4227,2756,0.861
1100320,São Miguel do Guaporé,RO,Norte,0,1,0.6318,0.4029,573,0.9215
1100338,Nova Mamoré,RO,Norte,0,0,0.4779,0.5021,904,0.8717
1100346,Alvorada D'Oeste,RO,Norte,1,1,0.4494,0.3336,336,0.869
1100379,Alto Alegre dos Parecis,RO,Norte,0,0,0.6862,0.4279,392,0.9133
1100403,Alto Paraíso,RO,Norte,0,1,0.5265,0.4145,359,0.8468
1100452,Buritis,RO,Norte,0,1,0.5492,0.4859,976,0.8924
1100502,Novo Horizonte do Oeste,RO,Norte,1,1,0.6667,0.3851,222,0.9234
1100601,Cacaulândia,RO,Norte,1,1,0.6335,0.2937,161,0.8882
1100700,Campo Novo de Rondônia,RO,Norte,0,0,0.5988,0.4282,344,0.9099
1100809,Candeias do Jamari,RO,Norte,0,1,0.4417,0.4449,815,0.8503
1100908,Castanheiras,RO,Norte,1,1,0.6134,0.2974,119,0.9076
1100924,Chupinguaia,RO,Norte,0,1,0.6649,0.408,367,0.861
1100940,Cujubim,RO,Norte,1,1,0.6626,0.4444,569,0.9121
1101005,Governador Jorge Teixeira,RO,Norte,0,0,0.6642,0.378,274,0.9124
1101104,Itapuã do Oeste,RO,Norte,0,1,0.7529,0.4089,340,0.8941
1101203,Ministro Andreazza,RO,Norte,1,1,0.6722,0.2962,180,0.95
1101302,Mirante da Serra,RO,Norte,0,1,0.5701,0.3635,328,0.8598
1101401,Monte Negro,RO,Norte,0,1,0.6559,0.4129,433,0.9053
1101435,Nova União,RO,Norte,0,0,0.5924,0.3658,184,0.9022
1101450,Parecis,RO,Norte,0,0,0.5496,0.3869,131,0.8702
1101468,Pimenteiras do Oeste,RO,Norte,1,1,0.494,0.2807,83,0.8795
1101476,Primavera de Rondônia,RO,Norte,1,1,0.6446,0.305,121,0.9091
1101484,São Felipe D'Oeste,RO,Norte,1,1,0.5743,0.3487,148,0.8716
1101492,São Francisco do Guaporé,RO,Norte,0,0,0.5729,0.4571,576,0.8872
1101500,Seringueiras,RO,Norte,0,0,0.5914,0.425,394,0.9213
1101559,Teixeirópolis,RO,Norte,1,1,0.6058,0.3037,137,0.8832
1101609,Theobroma,RO,Norte,0,1,0.6133,0.326,225,0.9289
1101708,Urupá,RO,Norte,0,1,0.5994,0.4096,317,0.8991
1101757,Vale do Anari,RO,Norte,0,0,0.417,0.4153,259,0.8687
1101807,Vale do Paraíso,RO,Norte,0,1,0.4463,0.3783,177,0.8588
1200013,Acrelândia,AC,Norte,0,0,0.453,0.6055,234,0.7692
1200054,Assis Brasil,AC,Norte,0,0,0.4194,0.5964,124,0.8306
1200104,Brasiléia,AC,Norte,0,0,0.3975,0.6317,473,0.814
1200138,Bujari,AC,Norte,0,0,0.2009,0.5499,224,0.7857
1200179,Capixaba,AC,Norte,0,0,0.2741,0.6192,197,0.7665
1200203,Cruzeiro do Sul,AC,Norte,0,0,0.3951,0.5622,1440,0.766
1200252,Epitaciolândia,AC,Norte,0,0,0.4643,0.5872,336,0.872
1200302,Feijó,AC,Norte,0,0,0.5666,0.6118,443,0.8826
1200328,Jordão,AC,Norte,0,0,0.2586,0.5872,116,0.8362
1200336,Mâncio Lima,AC,Norte,0,0,0.3192,0.6053,260,0.8269
1200344,Manoel Urbano,AC,Norte,0,0,0.3694,0.6165,222,0.8514
1200351,Marechal Thaumaturgo,AC,Norte,0,0,0.5247,0.6875,162,0.8395
1200385,Plácido de Castro,AC,Norte,0,0,0.2782,0.5471,284,0.7535
1200393,Porto Walter,AC,Norte,0,0,0.3804,0.5856,92,0.9457
1200401,Rio Branco,AC,Norte,1,1,0.4409,0.5785,5584,0.8043
1200427,Rodrigues Alves,AC,Norte,0,0,0.3122,0.56,189,0.7566
1200435,Santa Rosa do Purus,AC,Norte,0,0,0.1184,0.5725,76,0.7632
1200450,Senador Guiomard,AC,Norte,0,0,0.3931,0.5406,346,0.8092
1200500,Sena Madureira,AC,Norte,0,0,0.5613,0.634,563,0.8561
1200609,Tarauacá,AC,Norte,0,0,0.4372,0.6639,716,0.8645
1200708,Xapuri,AC,Norte,0,0,0.4315,0.5886,248,0.8266
1200807,Porto Acre,AC,Norte,0,0,0.2883,0.631,326,0.7239
1300029,Alvarães,AM,Norte,0,0,0.4511,0.5707,521,0.8733
1300060,Amaturá,AM,Norte,0,0,0.5707,0.5866,417,0.8897
1300086,Anamã,AM,Norte,0,0,0.4279,0.5922,208,0.7981
1300102,Anori,AM,Norte,0,0,0.7024,0.6152,578,0.9308
1300144,Apuí,AM,Norte,0,0,0.4482,0.5859,647,0.7125
1300201,Atalaia do Norte,AM,Norte,0,0,0.5472,0.5799,466,0.8069
1300300,Autazes,AM,Norte,0,0,0.2751,0.6114,1512,0.6005
1300409,Barcelos,AM,Norte,0,0,0.4216,0.5843,574,0.8014
1300508,Barreirinha,AM,Norte,0,0,0.2342,0.5989,978,0.8272
1300607,Benjamin Constant,AM,Norte,0,0,0.339,0.6121,1699,0.781
1300631,Beruri,AM,Norte,0,0,0.594,0.6264,665,0.7068
1300680,Boa Vista do Ramos,AM,Norte,0,0,0.3602,0.6814,422,0.891
1300706,Boca do Acre,AM,Norte,0,0,0.4451,0.5776,838,0.8389
1300805,Borba,AM,Norte,0,0,0.3568,0.5812,810,0.8827
1300839,Caapiranga,AM,Norte,0,0,0.2783,0.5894,309,0.7961
1300904,Canutama,AM,Norte,0,0,0.5,0.5916,458,0.7336
1301001,Carauari,AM,Norte,0,0,0.4764,0.6378,869,0.8113
1301100,Careiro,AM,Norte,0,0,0.1333,0.6198,1035,0.3556
1301159,Careiro da Várzea,AM,Norte,0,0,0.2844,0.5855,320,0.8031
1301209,Coari,AM,Norte,0,0,0.3953,0.6196,2249,0.8804
1301308,Codajás,AM,Norte,0,0,0.43,0.5863,721,0.8655
1301407,Eirunepé,AM,Norte,0,0,0.3045,0.5966,1028,0.8317
1301506,Envira,AM,Norte,0,0,0.4879,0.6247,580,0.8052
1301605,Fonte Boa,AM,Norte,0,0,0.3487,0.644,757,0.8217
1301654,Guajará,AM,Norte,0,0,0.4914,0.597,407,0.8329
1301704,Humaitá,AM,Norte,0,0,0.4955,0.6446,1653,0.902
1301803,Ipixuna,AM,Norte,0,0,0.4465,0.6197,607,0.7727
1301852,Iranduba,AM,Norte,0,0,0.3177,0.6631,2084,0.7726
1301902,Itacoatiara,AM,Norte,0,0,0.4486,0.5962,2840,0.8482
1301951,Itamarati,AM,Norte,0,0,0.6861,0.5788,309,0.8576
1302009,Itapiranga,AM,Norte,0,0,0.2396,0.548,338,0.7396
1302108,Japurá,AM,Norte,0,0,0.6444,0.533,329,0.7812
1302207,Juruá,AM,Norte,0,0,0.4148,0.5421,352,0.8494
1302306,Jutaí,AM,Norte,0,0,0.31,0.5587,884,0.7998
1302405,Lábrea,AM,Norte,0,0,0.5698,0.6097,1146,0.8211
1302504,Manacapuru,AM,Norte,0,0,0.3852,0.6116,3058,0.8604
1302553,Manaquiri,AM,Norte,0,0,0.2764,0.5771,474,0.7722
1302603,Manaus,AM,Norte,1,2,0.3964,0.5947,63620,0.7406
1302702,Manicoré,AM,Norte,0,0,0.5302,0.5601,1175,0.8885
1302801,Maraã,AM,Norte,0,0,0.3146,0.6323,410,0.8317
1302900,Maués,AM,Norte,0,0,0.4802,0.6323,1362,0.8223
1303007,Nhamundá,AM,Norte,0,0,0.6037,0.6305,328,0.939
1303106,Nova Olinda do Norte,AM,Norte,0,0,0.3595,0.6306,776,0.8028
1303205,Novo Airão,AM,Norte,0,0,0.5649,0.6405,609,0.8424
1303304,Novo Aripuanã,AM,Norte,0,0,0.5643,0.5883,583,0.8679
1303403,Parintins,AM,Norte,0,0,0.5419,0.5824,3091,0.8693
1303502,Pauini,AM,Norte,0,0,0.3743,0.6038,505,0.8139
1303536,Presidente Figueiredo,AM,Norte,0,1,0.2383,0.6179,1347,0.7097
1303569,Rio Preto da Eva,AM,Norte,0,0,0.3109,0.5699,907,0.7574
1303601,Santa Isabel do Rio Negro,AM,Norte,0,0,0.2493,0.5592,357,0.7367
1303700,Santo Antônio do Içá,AM,Norte,0,0,0.4725,0.6782,1274,0.887
1303809,São Gabriel da Cachoeira,AM,Norte,0,0,0.3917,0.546,1353,0.881
1303908,São Paulo de Olivença,AM,Norte,0,0,0.346,0.5372,1610,0.8832
1303957,São Sebastião do Uatumã,AM,Norte,0,0,0.4249,0.5792,313,0.8914
1304005,Silves,AM,Norte,0,0,0.3548,0.6166,420,0.719
1304062,Tabatinga,AM,Norte,0,0,0.3643,0.615,2877,0.8342
1304104,Tapauá,AM,Norte,0,0,0.4581,0.6135,585,0.8974
1304203,Tefé,AM,Norte,0,0,0.3869,0.5722,2851,0.819
1304237,Tonantins,AM,Norte,0,0,0.3213,0.6232,691,0.8423
1304260,Uarini,AM,Norte,0,0,0.1887,0.632,461,0.8633
1304302,Urucará,AM,Norte,0,0,0.619,0.6089,420,0.9143
1304401,Urucurituba,AM,Norte,0,0,0.3591,0.6257,596,0.8104
1500107,Abaetetuba,PA,Norte,0,0,0.3293,0.5891,2943,0.8468
1500131,Abel Figueiredo,PA,Norte,0,0,0.4783,0.4821,230,0.8174
1500206,Acará,PA,Norte,0,0,0.3217,0.6179,1234,0.7942
1500305,Afuá,PA,Norte,0,0,0.2938,0.6824,1314,0.8082
1500347,Água Azul do Norte,PA,Norte,0,0,0.2914,0.6125,501,0.7505
1500404,Alenquer,PA,Norte,0,0,0.3006,0.6799,1780,0.8343
1500503,Almeirim,PA,Norte,0,0,0.2788,0.6014,954,0.7925
1500602,Altamira,PA,Norte,0,0,0.3661,0.601,3791,0.7916
1500701,Anajás,PA,Norte,0,0,0.254,0.6375,803,0.8157
1500800,Ananindeua,PA,Norte,1,2,0.466,0.5897,10111,0.8309
1500859,Anapu,PA,Norte,0,0,0.3957,0.6712,892,0.8061
1500909,Augusto Corrêa,PA,Norte,0,0,0.3611,0.6351,1238,0.8562
1500958,Aurora do Pará,PA,Norte,0,0,0.397,0.6371,471,0.8684
1501006,Aveiro,PA,Norte,0,0,0.5428,0.6569,269,0.8996
1501105,Bagre,PA,Norte,0,0,0.456,0.6993,579,0.8981
1501204,Baião,PA,Norte,0,0,0.2535,0.6247,777,0.7696
1501253,Bannach,PA,Norte,0,0,0.4068,0.5337,118,0.7542
1501303,Barcarena,PA,Norte,0,0,0.352,0.6137,3378,0.8212
1501402,Belém,PA,Norte,1,2,0.4346,0.5769,22136,0.8165
1501451,Belterra,PA,Norte,0,0,0.5265,0.5859,490,0.8776
1501501,Benevides,PA,Norte,1,1,0.5774,0.5787,2144,0.9123
1501576,Bom Jesus do Tocantins,PA,Norte,0,0,0.466,0.5851,397,0.8413
1501600,Bonito,PA,Norte,0,0,0.2731,0.6028,249,0.7631
1501709,Bragança,PA,Norte,0,0,0.3346,0.6031,3057,0.824
1501725,Brasil Novo,PA,Norte,0,0,0.7067,0.5532,450,0.8756
1501758,Brejo Grande do Araguaia,PA,Norte,0,0,0.6111,0.5275,216,0.9028
1501782,Breu Branco,PA,Norte,0,0,0.3438,0.611,1242,0.8462
1501808,Breves,PA,Norte,0,0,0.4162,0.6604,2201,0.8155
1501907,Bujaru,PA,Norte,0,0,0.4558,0.5829,509,0.8743
1501956,Cachoeira do Piriá,PA,Norte,0,0,0.3908,0.6636,371,0.7844
1502004,Cachoeira do Arari,PA,Norte,0,0,0.4122,0.6439,507,0.8698
1502103,Cametá,PA,Norte,0,0,0.3292,0.6139,2813,0.8159
1502152,Canaã dos Carajás,PA,Norte,1,2,0.5114,0.5286,3248,0.7968
1502202,Capanema,PA,Norte,0,1,0.5158,0.5443,1648,0.8544
1502301,Capitão Poço,PA,Norte,0,0,0.4495,0.6163,1070,0.8766
1502400,Castanhal,PA,Norte,1,1,0.2654,0.5854,4989,0.7338
1502509,Chaves,PA,Norte,0,0,0.5108,0.608,415,0.8145
1502608,Colares,PA,Norte,0,0,0.3906,0.5794,192,0.8802
1502707,Conceição do Araguaia,PA,Norte,0,1,0.3817,0.5621,1103,0.8341
1502756,Concórdia do Pará,PA,Norte,0,0,0.3924,0.5916,604,0.8278
1502764,Cumaru do Norte,PA,Norte,0,0,0.39,0.6173,418,0.7967
1502772,Curionópolis,PA,Norte,0,0,0.5147,0.5109,682,0.8328
1502806,Curralinho,PA,Norte,0,0,0.205,0.6538,1439,0.7693
1502855,Curuá,PA,Norte,0,0,0.362,0.5732,384,0.9115
1502905,Curuçá,PA,Norte,0,0,0.2723,0.6265,694,0.8084
1502939,Dom Eliseu,PA,Norte,0,0,0.587,0.6191,1109,0.908
1502954,Eldorado do Carajás,PA,Norte,0,0,0.412,0.6044,733,0.7981
1503002,Faro,PA,Norte,0,0,0.4412,0.6426,306,0.8497
1503044,Floresta do Araguaia,PA,Norte,0,0,0.4883,0.602,555,0.8613
1503077,Garrafão do Norte,PA,Norte,0,0,0.2885,0.6026,773,0.8163
1503093,Goianésia do Pará,PA,Norte,0,0,0.3562,0.6172,758,0.7955
1503101,Gurupá,PA,Norte,0,0,0.2204,0.679,1343,0.6843
1503200,Igarapé-Açu,PA,Norte,0,0,0.3417,0.5787,840,0.8226
1503309,Igarapé-Miri,PA,Norte,0,0,0.3184,0.6583,1426,0.8149
1503408,Inhangapi,PA,Norte,0,0,0.2652,0.5781,279,0.8351
1503457,Ipixuna do Pará,PA,Norte,0,0,0.3203,0.6523,871,0.7612
1503507,Irituia,PA,Norte,0,0,0.3926,0.5868,433,0.8152
1503606,Itaituba,PA,Norte,0,0,0.5061,0.5886,4574,0.8293
1503705,Itupiranga,PA,Norte,0,0,0.371,0.6535,1186,0.8364
1503754,Jacareacanga,PA,Norte,0,0,0.1975,0.6173,638,0.627
1503804,Jacundá,PA,Norte,0,0,0.3328,0.6074,1154,0.8536
1503903,Juruti,PA,Norte,0,0,0.4336,0.6506,1762,0.8774
1504000,Limoeiro do Ajuru,PA,Norte,0,0,0.3983,0.6624,688,0.8096
1504059,Mãe do Rio,PA,Norte,0,0,0.3834,0.5903,806,0.8226
1504109,Magalhães Barata,PA,Norte,0,0,0.5076,0.5599,132,0.8788
1504208,Marabá,PA,Norte,0,0,0.4064,0.5828,7854,0.7872
1504307,Maracanã,PA,Norte,0,0,0.4772,0.6009,461,0.833
1504406,Marapanim,PA,Norte,0,0,0.3043,0.5873,483,0.8385
1504422,Marituba,PA,Norte,1,1,0.4229,0.6006,3798,0.7875
1504455,Medicilândia,PA,Norte,0,0,0.3789,0.5846,805,0.7776
1504505,Melgaço,PA,Norte,0,0,0.2357,0.6753,980,0.7347
1504604,Mocajuba,PA,Norte,0,0,0.2731,0.6188,747,0.7952
1504703,Moju,PA,Norte,0,0,0.2818,0.6477,1810,0.8403
1504752,Mojuí dos Campos,PA,Norte,0,1,0.4155,0.4924,438,0.8379
1504802,Monte Alegre,PA,Norte,0,0,0.4364,0.5784,1737,0.8532
1504901,Muaná,PA,Norte,0,0,0.3176,0.7124,1253,0.897
1504950,Nova Esperança do Piriá,PA,Norte,0,0,0.3504,0.6774,528,0.8087
1504976,Nova Ipixuna,PA,Norte,0,0,0.3979,0.581,470,0.8128
1505007,Nova Timboteua,PA,Norte,0,0,0.4281,0.5486,306,0.8399
1505031,Novo Progresso,PA,Norte,1,1,0.4733,0.6068,1162,0.7943
1505064,Novo Repartimento,PA,Norte,0,0,0.4391,0.6625,1799,0.8243
1505106,Óbidos,PA,Norte,0,0,0.4659,0.6513,1026,0.8762
1505205,Oeiras do Pará,PA,Norte,0,0,0.2017,0.676,1076,0.8178
1505304,Oriximiná,PA,Norte,0,0,0.2643,0.5864,1812,0.7842
1505403,Ourém,PA,Norte,0,0,0.4401,0.5745,384,0.862
1505437,Ourilândia do Norte,PA,Norte,0,0,0.4187,0.6064,1027,0.8189
1505486,Pacajá,PA,Norte,0,0,0.3431,0.6447,1192,0.7919
1505494,Palestina do Pará,PA,Norte,0,0,0.3598,0.5299,164,0.9146
1505502,Paragominas,PA,Norte,0,0,0.5175,0.6137,3380,0.8577
1505536,Parauapebas,PA,Norte,1,2,0.3919,0.5651,8199,0.7336
1505551,Pau D'Arco,PA,Norte,0,0,0.4083,0.5551,169,0.8225
1505601,Peixe-Boi,PA,Norte,0,0,0.6463,0.5231,147,0.932
1505635,Piçarra,PA,Norte,0,0,0.497,0.5795,338,0.8609
1505650,Placas,PA,Norte,0,0,0.3517,0.5953,600,0.66
1505700,Ponta de Pedras,PA,Norte,0,0,0.4519,0.6325,593,0.8954
1505809,Portel,PA,Norte,0,0,0.3398,0.6601,1748,0.7872
1505908,Porto de Moz,PA,Norte,0,0,0.6919,0.6606,990,0.9091
1506005,Prainha,PA,Norte,0,0,0.4491,0.6639,1111,0.8659
1506104,Primavera,PA,Norte,0,0,0.4485,0.5376,301,0.907
1506112,Quatipuru,PA,Norte,0,0,0.4486,0.6127,321,0.9065
1506138,Redenção,PA,Norte,1,1,0.4954,0.5766,2598,0.8714
1506161,Rio Maria,PA,Norte,0,0,0.4114,0.5451,525,0.8419
1506187,Rondon do Pará,PA,Norte,0,0,0.5518,0.6765,937,0.8431
1506195,Rurópolis,PA,Norte,0,0,0.4898,0.6365,786,0.8613
1506203,Salinópolis,PA,Norte,0,1,0.4111,0.5608,1221,0.8706
1506302,Salvaterra,PA,Norte,0,0,0.4444,0.5799,531,0.855
1506351,Santa Bárbara do Pará,PA,Norte,0,0,0.3748,0.6191,571,0.8844
1506401,Santa Cruz do Arari,PA,Norte,0,0,0.4709,0.6008,223,0.9193
1506500,Santa Isabel do Pará,PA,Norte,0,1,0.3094,0.6118,1716,0.8357
1506559,Santa Luzia do Pará,PA,Norte,0,0,0.3545,0.6036,409,0.7433
1506583,Santa Maria das Barreiras,PA,Norte,0,0,0.402,0.601,602,0.8256
1506609,Santa Maria do Pará,PA,Norte,0,0,0.3186,0.5633,521,0.7869
1506708,Santana do Araguaia,PA,Norte,0,0,0.4643,0.5983,1329,0.8187
1506807,Santarém,PA,Norte,0,0,0.4361,0.5089,10213,0.8164
1506906,Santarém Novo,PA,Norte,0,0,0.6083,0.5344,120,0.9
1507003,Santo Antônio do Tauá,PA,Norte,0,0,0.2456,0.5643,741,0.834
1507102,São Caetano de Odivelas,PA,Norte,0,0,0.405,0.6127,358,0.7737
1507151,São Domingos do Araguaia,PA,Norte,0,0,0.3577,0.6078,506,0.8063
1507201,São Domingos do Capim,PA,Norte,0,0,0.2656,0.5964,433,0.8291
1507300,São Félix do Xingu,PA,Norte,0,0,0.2533,0.6395,2029,0.7171
1507409,São Francisco do Pará,PA,Norte,0,0,0.2835,0.5489,261,0.7893
1507458,São Geraldo do Araguaia,PA,Norte,0,0,0.4325,0.6069,800,0.87
1507466,São João da Ponta,PA,Norte,0,0,0.2466,0.5546,73,0.6438
1507474,São João de Pirabas,PA,Norte,0,0,0.3147,0.5969,464,0.8728
1507508,São João do Araguaia,PA,Norte,0,0,0.2882,0.5761,451,0.8714
1507607,São Miguel do Guamá,PA,Norte,0,0,0.3762,0.6006,1515,0.8396
1507706,São Sebastião da Boa Vista,PA,Norte,0,0,0.4153,0.6538,850,0.8718
1507755,Sapucaia,PA,Norte,0,0,0.6351,0.4952,211,0.8436
1507805,Senador José Porfírio,PA,Norte,0,0,0.29,0.6584,800,0.8125
1507904,Soure,PA,Norte,0,0,0.5254,0.5566,906,0.9117
1507953,Tailândia,PA,Norte,0,0,0.3142,0.6592,2495,0.8236
1507961,Terra Alta,PA,Norte,0,0,0.3781,0.5946,201,0.8209
1507979,Terra Santa,PA,Norte,0,0,0.6293,0.5881,696,0.9167
1508001,Tomé-Açu,PA,Norte,0,0,0.4273,0.6092,2565,0.8713
1508035,Tracuateua,PA,Norte,0,0,0.3468,0.6251,444,0.8311
1508050,Trairão,PA,Norte,0,0,0.5423,0.6473,520,0.8212
1508084,Tucumã,PA,Norte,1,1,0.4492,0.5421,1180,0.8229
1508100,Tucuruí,PA,Norte,1,1,0.3377,0.5745,2899,0.8196
1508126,Ulianópolis,PA,Norte,0,0,0.5638,0.6268,807,0.9095
1508159,Uruará,PA,Norte,0,0,0.5159,0.622,1066,0.8096
1508209,Vigia,PA,Norte,0,0,0.2753,0.6228,1075,0.8028
1508308,Viseu,PA,Norte,0,0,0.3159,0.6466,1583,0.861
1508357,Vitória do Xingu,PA,Norte,0,0,0.5839,0.5078,608,0.8914
1508407,Xinguara,PA,Norte,1,1,0.403,0.5844,1484,0.8073
1600055,Serra do Navio,AP,Norte,0,1,0.4574,0.5599,129,0.907
1600105,Amapá,AP,Norte,0,0,0.2214,0.6033,271,0.9004
1600154,Pedra Branca do Amapari,AP,Norte,0,0,0.4888,0.6176,401,0.9027
1600204,Calçoene,AP,Norte,0,0,0.3128,0.598,470,0.8404
1600212,Cutias,AP,Norte,0,0,0.4785,0.5569,186,0.9409
1600238,Ferreira Gomes,AP,Norte,0,0,0.6657,0.5521,347,0.9337
1600253,Itaubal,AP,Norte,0,0,0.4354,0.6158,209,0.9139
1600279,Laranjal do Jari,AP,Norte,0,0,0.3741,0.6732,1195,0.9381
1600303,Macapá,AP,Norte,1,1,0.387,0.6126,14350,0.887
1600402,Mazagão,AP,Norte,0,0,0.3225,0.593,828,0.9046
1600501,Oiapoque,AP,Norte,0,0,0.1847,0.6811,1007,0.7736
1600535,Porto Grande,AP,Norte,0,0,0.6011,0.6077,722,0.903
1600550,Pracuúba,AP,Norte,0,0,0.3179,0.5832,151,0.9205
1600600,Santana,AP,Norte,1,1,0.4483,0.5961,3658,0.9243
1600709,Tartarugalzinho,AP,Norte,0,0,0.5759,0.6063,580,0.9155
1600808,Vitória do Jari,AP,Norte,0,0,0.3012,0.6336,425,0.9412
1700251,Abreulândia,TO,Norte,0,0,0.5821,0.5497,67,0.8507
1700301,Aguiarnópolis,TO,Norte,1,1,0.3043,0.6073,161,0.9068
1700350,Aliança do Tocantins,TO,Norte,1,1,0.6522,0.5908,115,0.8
1700400,Almas,TO,Norte,0,0,0.3217,0.6255,230,0.9217
1700707,Alvorada,TO,Norte,1,1,0.5112,0.6075,268,0.8396
1701002,Ananás,TO,Norte,1,1,0.3815,0.6087,346,0.8728
1701051,Angico,TO,Norte,0,1,0.4375,0.5564,80,0.8875
1701101,Aparecida do Rio Negro,TO,Norte,1,1,0.2848,0.5593,165,0.8667
1701309,Aragominas,TO,Norte,0,0,0.2949,0.575,156,0.7885
1701903,Araguacema,TO,Norte,0,0,0.3881,0.6171,201,0.8756
1702000,Araguaçu,TO,Norte,1,1,0.3109,0.5392,193,0.7409
1702109,Araguaína,TO,Norte,1,1,0.371,0.6411,4599,0.8678
1702158,Araguanã,TO,Norte,0,0,0.3517,0.638,145,0.9034
1702208,Araguatins,TO,Norte,0,0,0.3736,0.6803,720,0.8597
1702307,Arapoema,TO,Norte,1,1,0.4485,0.6218,165,0.8909
1702406,Arraias,TO,Norte,0,0,0.4269,0.5865,171,0.8772
1702554,Augustinópolis,TO,Norte,0,0,0.5186,0.6393,430,0.914
1702703,Aurora do Tocantins,TO,Norte,1,1,0.4242,0.4953,66,0.8636
1702901,Axixá do Tocantins,TO,Norte,0,0,0.3229,0.6023,192,0.8854
1703008,Babaçulândia,TO,Norte,0,0,0.1616,0.588,198,0.8384
1703057,Bandeirantes do Tocantins,TO,Norte,0,1,0.3261,0.539,92,0.8913
1703073,Barra do Ouro,TO,Norte,0,0,0.1288,0.6265,163,0.908
1703107,Barrolândia,TO,Norte,1,1,0.4964,0.5717,139,0.9065
1703206,Bernardo Sayão,TO,Norte,0,1,0.4828,0.5804,116,0.9138
1703305,Bom Jesus do Tocantins,TO,Norte,0,1,0.2653,0.5789,98,0.9184
1703602,Brasilândia do Tocantins,TO,Norte,1,1,0.4054,0.5297,74,0.8514
1703701,Brejinho de Nazaré,TO,Norte,1,1,0.3873,0.5572,142,0.8873
1703800,Buriti do Tocantins,TO,Norte,0,0,0.3676,0.6386,253,0.7905
1703826,Cachoeirinha,TO,Norte,0,0,0.4068,0.4889,59,0.9153
1703842,Campos Lindos,TO,Norte,0,0,0.2644,0.7136,329,0.8997
1703867,Cariri do Tocantins,TO,Norte,1,2,0.3016,0.5573,126,0.8571
1703883,Carmolândia,TO,Norte,1,1,0.2195,0.4997,82,0.8171
1703891,Carrasco Bonito,TO,Norte,0,0,0.2625,0.5942,80,0.9125
1703909,Caseara,TO,Norte,0,0,0.1932,0.6112,176,0.8182
1704105,Centenário,TO,Norte,0,0,0.4091,0.5974,66,0.9091
1704600,Chapada de Areia,TO,Norte,1,1,0.225,0.4998,40,0.8
1705102,Chapada da Natividade,TO,Norte,0,1,0.5,0.6205,80,0.9875
1705508,Colinas do Tocantins,TO,Norte,1,1,0.4591,0.6334,1052,0.8517
1705557,Combinado,TO,Norte,1,1,0.566,0.485,106,0.9434
1705607,Conceição do Tocantins,TO,Norte,0,0,0.3056,0.5895,108,0.9074
1706001,Couto Magalhães,TO,Norte,0,0,0.4078,0.5814,179,0.8436
1706100,Cristalândia,TO,Norte,1,1,0.5097,0.53,155,0.8903
1706258,Crixás do Tocantins,TO,Norte,1,1,0.4828,0.5571,58,0.931
1706506,Darcinópolis,TO,Norte,0,0,0.3417,0.666,199,0.8844
1707009,Dianópolis,TO,Norte,1,1,0.5044,0.6105,563,0.8792
1707108,Divinópolis do Tocantins,TO,Norte,1,1,0.44,0.558,200,0.875
1707207,Dois Irmãos do Tocantins,TO,Norte,0,0,0.4656,0.6602,131,0.9084
1707306,Dueré,TO,Norte,1,1,0.4333,0.6147,120,0.8417
1707405,Esperantina,TO,Norte,0,0,0.3607,0.6309,244,0.8238
1707553,Fátima,TO,Norte,1,1,0.4725,0.4249,91,0.9011
1707652,Figueirópolis,TO,Norte,1,1,0.4908,0.5235,163,0.8282
1707702,Filadélfia,TO,Norte,0,0,0.109,0.6485,156,0.8846
1708205,Formoso do Araguaia,TO,Norte,0,1,0.4541,0.6454,370,0.8486
