id_municipio,taxa_2023,taxa_2024,meta_2030,nome_municipio,sigla_uf,n_alunos_2024,presenca_2024,cluster,vel_municipio,vel_uf,vel_encolhida,proj_2030_mantem_2024,gap_mantem_2024,nao_atinge_mantem_2024,proj_2030_tendencia_uf,gap_tendencia_uf,nao_atinge_tendencia_uf,proj_2030_tendencia_encolhida,gap_tendencia_encolhida,nao_atinge_tendencia_encolhida
2208908,88.78,85.26,80.0,Ribeiro Gonçalves,PI,95.0,0.979,0.0,-3.52,1.135,-0.364,85.26,5.26,False,92.07,12.07,False,83.08,3.08,False
2209005,48.59,41.79,80.0,Rio Grande do Piauí,PI,67.0,1.0,0.0,-5.0,1.135,-0.404,41.79,-38.21,True,48.6,-31.4,True,39.36,-40.64,True
2209104,95.61,98.15,80.0,Santa Cruz do Piauí,PI,54.0,1.0,0.0,2.54,1.135,1.434,98.15,18.15,False,100.0,20.0,False,100.0,20.0,False
2209203,27.74,62.47,80.0,Santa Filomena,PI,104.0,0.962,0.0,5.0,1.135,2.457,62.47,-17.53,True,69.28,-10.72,True,77.21,-2.79,True
2209559,87.8,66.39,80.0,São Braz do Piauí,PI,67.0,0.985,0.0,-5.0,1.135,-0.404,66.39,-13.61,True,73.2,-6.8,True,63.96,-16.04,True
2209658,33.64,36.86,80.0,São Francisco de Assis do Piauí,PI,58.0,0.983,0.0,3.22,1.135,1.604,36.86,-43.14,True,43.67,-36.33,True,46.48,-33.52,True
2209708,58.13,64.27,80.0,São Francisco do Piauí,PI,66.0,0.985,0.0,5.0,1.135,2.094,64.27,-15.73,True,71.08,-8.92,True,76.83,-3.17,True
2209807,94.18,64.04,80.0,São Gonçalo do Piauí,PI,55.0,0.964,0.0,-5.0,1.135,-0.188,64.04,-15.96,True,70.85,-9.15,True,62.91,-17.09,True
2209872,26.94,43.37,80.0,São João da Fronteira,PI,52.0,0.865,0.0,5.0,1.135,1.933,43.37,-36.63,True,50.18,-29.82,True,54.97,-25.03,True
2209906,49.25,93.97,80.0,São João da Serra,PI,51.0,0.98,0.0,5.0,1.135,1.92,93.97,13.97,False,100.0,20.0,False,100.0,20.0,False
2209971,33.59,87.8,80.0,São João do Arraial,PI,117.0,0.983,0.0,5.0,1.135,2.562,87.8,7.8,False,94.61,14.61,False,100.0,20.0,False
2210003,44.35,65.25,80.0,São João do Piauí,PI,257.0,0.977,0.0,5.0,1.135,3.309,65.25,-14.75,True,72.06,-7.94,True,85.1,5.1,False
2210052,100.0,92.65,80.0,São José do Divino,PI,68.0,1.0,0.0,-5.0,1.135,-0.422,92.65,12.65,False,99.46,19.46,False,90.12,10.12,False
2210300,94.83,87.93,80.0,São Julião,PI,58.0,1.0,0.0,-5.0,1.135,-0.244,87.93,7.93,False,94.74,14.74,False,86.47,6.47,False
2210409,29.86,45.19,80.0,São Miguel do Tapuio,PI,104.0,1.0,0.0,5.0,1.135,2.457,45.19,-34.81,True,52.0,-28.0,True,59.93,-20.07,True
2210508,49.25,67.14,80.0,São Pedro do Piauí,PI,194.0,0.99,0.0,5.0,1.135,3.038,67.14,-12.86,True,73.95,-6.05,True,85.37,5.37,False
2210607,68.18,73.25,80.0,São Raimundo Nonato,PI,431.0,0.958,0.0,5.0,1.135,3.775,73.25,-6.75,True,80.06,0.06,False,95.9,15.9,False
2210623,26.0,50.0,80.0,Sebastião Barros,PI,56.0,1.0,0.0,5.0,1.135,1.981,50.0,-30.0,True,56.81,-23.19,True,61.88,-18.12,True
2210631,93.5,76.86,80.0,Sebastião Leal,PI,54.0,0.963,0.0,-5.0,1.135,-0.169,76.86,-3.14,True,83.67,3.67,False,75.84,-4.16,True
2210656,45.16,75.67,80.0,Sigefredo Pacheco,PI,56.0,0.964,0.0,5.0,1.135,1.981,75.67,-4.33,True,82.48,2.48,False,87.55,7.55,False
2210706,68.51,86.03,80.0,Simões,PI,207.0,0.942,0.0,5.0,1.135,3.101,86.03,6.03,False,92.84,12.84,False,100.0,20.0,False
2210805,88.71,67.45,80.0,Simplício Mendes,PI,122.0,0.984,0.0,-5.0,1.135,-1.189,67.45,-12.55,True,74.26,-5.74,True,60.31,-19.69,True
2210938,27.08,55.84,80.0,Sussuapara,PI,64.0,0.969,0.0,5.0,1.135,2.072,55.84,-24.16,True,62.65,-17.35,True,68.27,-11.73,True
2211001,48.21,57.25,80.0,Teresina,PI,7525.0,0.918,1.0,5.0,1.135,4.9,57.25,-22.75,True,64.06,-15.94,True,86.65,6.65,False
2211100,26.82,35.21,80.0,União,PI,522.0,0.933,0.0,5.0,1.135,3.929,35.21,-44.79,True,42.02,-37.98,True,58.79,-21.21,True
2211209,27.78,31.55,80.0,Uruçuí,PI,292.0,0.959,0.0,3.77,1.135,2.699,31.55,-48.45,True,38.36,-41.64,True,47.74,-32.26,True
2211308,51.94,42.13,80.0,Valença do Piauí,PI,197.0,0.934,0.0,-5.0,1.135,-1.909,42.13,-37.87,True,48.94,-31.06,True,30.67,-49.33,True
2300101,88.3,91.49,80.0,Abaiara,CE,96.0,0.99,0.0,3.19,0.302,1.239,91.49,11.49,False,93.3,13.3,False,98.92,18.92,False
2300150,78.14,81.21,80.0,Acarape,CE,174.0,0.966,0.0,3.07,0.302,1.59,81.21,1.21,False,83.02,3.02,False,90.75,10.75,False
2300200,95.81,97.71,80.0,Acaraú,CE,874.0,0.955,0.0,1.9,0.302,1.602,97.71,17.71,False,99.52,19.52,False,100.0,20.0,False
2300309,62.63,64.59,80.0,Acopiara,CE,369.0,0.989,0.0,1.96,0.302,1.377,64.59,-15.41,True,66.4,-13.6,True,72.85,-7.15,True
2300408,75.14,75.83,80.0,Aiuaba,CE,158.0,0.975,0.0,0.69,0.302,0.473,75.83,-4.17,True,77.64,-2.36,True,78.67,-1.33,True
2300507,97.81,99.05,80.0,Alcântaras,CE,105.0,1.0,0.0,1.24,0.302,0.625,99.05,19.05,False,100.0,20.0,False,100.0,20.0,False
2300606,100.0,88.52,80.0,Altaneira,CE,114.0,0.991,0.0,-5.0,0.302,-1.623,88.52,8.52,False,90.33,10.33,False,78.78,-1.22,True
2300705,99.61,94.16,80.0,Alto Santo,CE,189.0,0.989,0.0,-5.0,0.302,-2.274,94.16,14.16,False,95.97,15.97,False,80.52,0.52,False
2300754,83.0,82.28,80.0,Amontada,CE,691.0,0.968,0.0,-0.72,0.302,-0.491,82.28,2.28,False,84.09,4.09,False,79.34,-0.66,True
2300804,97.31,94.51,80.0,Antonina do Norte,CE,91.0,1.0,0.0,-2.8,0.302,-0.668,94.51,14.51,False,96.32,16.32,False,90.5,10.5,False
2300903,80.8,74.45,80.0,Apuiarés,CE,137.0,1.0,0.0,-5.0,0.302,-1.853,74.45,-5.55,True,76.26,-3.74,True,63.33,-16.67,True
2301000,87.89,83.99,80.0,Aquiraz,CE,1079.0,0.976,0.0,-3.9,0.302,-3.243,83.99,3.99,False,85.8,5.8,False,64.53,-15.47,True
2301109,89.12,91.16,80.0,Aracati,CE,858.0,0.988,0.0,2.04,0.302,1.711,91.16,11.16,False,92.97,12.97,False,100.0,20.0,False
2301208,87.25,90.87,80.0,Aracoiaba,CE,332.0,0.955,0.0,3.62,0.302,2.373,90.87,10.87,False,92.68,12.68,False,100.0,20.0,False
2301257,98.92,99.34,80.0,Ararendá,CE,158.0,0.975,0.0,0.42,0.302,0.354,99.34,19.34,False,100.0,20.0,False,100.0,20.0,False
2301307,75.5,77.22,80.0,Araripe,CE,286.0,0.997,0.0,1.72,0.302,1.137,77.22,-2.78,True,79.03,-0.97,True,84.04,4.04,False
2301406,86.27,80.42,80.0,Aratuba,CE,178.0,0.989,0.0,-5.0,0.302,-2.195,80.42,0.42,False,82.23,2.23,False,67.25,-12.75,True
2301505,73.64,76.0,80.0,Arneiroz,CE,50.0,1.0,0.0,2.36,0.302,0.714,76.0,-4.0,True,77.81,-2.19,True,80.28,0.28,False
2301604,90.73,98.08,80.0,Assaré,CE,261.0,0.996,0.0,5.0,0.302,2.962,98.08,18.08,False,99.89,19.89,False,100.0,20.0,False
2301703,72.85,73.84,80.0,Aurora,CE,212.0,0.995,0.0,0.99,0.302,0.656,73.84,-6.16,True,75.65,-4.35,True,77.78,-2.22,True
2301851,80.28,76.25,80.0,Banabuiú,CE,242.0,0.988,0.0,-4.03,0.302,-2.07,76.25,-3.75,True,78.06,-1.94,True,63.83,-16.17,True
2301901,85.38,87.92,80.0,Barbalha,CE,709.0,0.994,0.0,2.54,0.302,2.048,87.92,7.92,False,89.73,9.73,False,100.0,20.0,False
2301950,88.76,91.15,80.0,Barreira,CE,306.0,0.997,0.0,2.39,0.302,1.565,91.15,11.15,False,92.96,12.96,False,100.0,20.0,False
2302008,67.84,63.94,80.0,Barro,CE,165.0,0.994,0.0,-3.9,0.302,-1.597,63.94,-16.06,True,65.75,-14.25,True,54.36,-25.64,True
2302057,96.36,95.7,80.0,Barroquinha,CE,257.0,0.988,0.0,-0.66,0.302,-0.239,95.7,15.7,False,97.51,17.51,False,94.27,14.27,False
2302107,77.86,86.78,80.0,Baturité,CE,327.0,0.991,0.0,5.0,0.302,3.217,86.78,6.78,False,88.59,8.59,False,100.0,20.0,False
2302206,78.11,81.6,80.0,Beberibe,CE,691.0,0.978,0.0,3.49,0.302,2.774,81.6,1.6,False,83.41,3.41,False,98.25,18.25,False
2302305,95.85,97.83,80.0,Bela Cruz,CE,277.0,0.993,0.0,1.98,0.302,1.277,97.83,17.83,False,99.64,19.64,False,100.0,20.0,False
2302404,80.04,90.36,80.0,Boa Viagem,CE,406.0,0.975,0.0,5.0,0.302,3.45,90.36,10.36,False,92.17,12.17,False,100.0,20.0,False
2302503,93.05,95.4,80.0,Brejo Santo,CE,544.0,0.978,0.0,2.35,0.302,1.8,95.4,15.4,False,97.21,17.21,False,100.0,20.0,False
2302602,94.5,94.08,80.0,Camocim,CE,752.0,0.991,0.0,-0.42,0.302,-0.268,94.08,14.08,False,95.89,15.89,False,92.47,12.47,False
2302701,84.18,82.79,80.0,Campos Sales,CE,206.0,0.99,0.0,-1.39,0.302,-0.556,82.79,2.79,False,84.6,4.6,False,79.45,-0.55,True
2302800,96.87,95.0,80.0,Canindé,CE,826.0,0.987,0.0,-1.87,0.302,-1.447,95.0,15.0,False,96.81,16.81,False,86.32,6.32,False
2302909,77.64,87.35,80.0,Capistrano,CE,181.0,0.961,0.0,5.0,0.302,2.534,87.35,7.35,False,89.16,9.16,False,100.0,20.0,False
2303006,96.73,98.73,80.0,Caridade,CE,157.0,1.0,0.0,2.0,0.302,1.049,98.73,18.73,False,100.0,20.0,False,100.0,20.0,False
2303105,99.57,98.77,80.0,Cariré,CE,162.0,1.0,0.0,-0.8,0.302,-0.191,98.77,18.77,False,100.0,20.0,False,97.62,17.62,False
2303204,90.05,82.61,80.0,Caririaçu,CE,344.0,0.983,0.0,-5.0,0.302,-3.051,82.61,2.61,False,84.42,4.42,False,64.31,-15.69,True
2303303,97.11,95.26,80.0,Cariús,CE,171.0,0.982,0.0,-1.85,0.302,-0.69,95.26,15.26,False,97.07,17.07,False,91.12,11.12,False
2303402,87.03,83.8,80.0,Carnaubal,CE,228.0,0.991,0.0,-3.23,0.302,-1.579,83.8,3.8,False,85.61,5.61,False,74.32,-5.68,True
2303501,87.56,82.6,80.0,Cascavel,CE,977.0,0.98,0.0,-4.96,0.302,-4.066,82.6,2.6,False,84.41,4.41,False,58.21,-21.79,True
2303600,79.24,81.25,80.0,Catarina,CE,64.0,1.0,0.0,2.01,0.302,0.716,81.25,1.25,False,83.06,3.06,False,85.55,5.55,False
2303659,100.0,100.0,80.0,Catunda,CE,64.0,1.0,0.0,0.0,0.302,0.229,100.0,20.0,False,100.0,20.0,False,100.0,20.0,False
2303709,67.04,69.01,80.0,Caucaia,CE,3885.0,0.974,1.0,1.97,0.302,1.888,69.01,-10.99,True,70.82,-9.18,True,80.34,0.34,False
2303808,96.63,98.77,80.0,Cedro,CE,162.0,1.0,0.0,2.14,0.302,1.125,98.77,18.77,False,100.0,20.0,False,100.0,20.0,False
2303907,75.3,91.5,80.0,Chaval,CE,153.0,1.0,0.0,5.0,0.302,2.338,91.5,11.5,False,93.31,13.31,False,100.0,20.0,False
2303931,97.81,95.42,80.0,Choró,CE,153.0,0.993,0.0,-2.39,0.302,-0.865,95.42,15.42,False,97.23,17.23,False,90.23,10.23,False
2303956,98.33,97.15,80.0,Chorozinho,CE,246.0,0.992,0.0,-1.18,0.302,-0.515,97.15,17.15,False,98.96,18.96,False,94.06,14.06,False
2304004,100.0,100.0,80.0,Coreaú,CE,277.0,1.0,0.0,0.0,0.302,0.127,100.0,20.0,False,100.0,20.0,False,100.0,20.0,False
2304103,97.13,97.31,80.0,Crateús,CE,684.0,0.985,0.0,0.18,0.302,0.208,97.31,17.31,False,99.12,19.12,False,98.56,18.56,False
2304202,93.55,95.37,80.0,Crato,CE,1216.0,0.995,1.0,1.82,0.302,1.606,95.37,15.37,False,97.18,17.18,False,100.0,20.0,False
2304236,98.5,99.14,80.0,Croatá,CE,233.0,1.0,0.0,0.64,0.302,0.484,99.14,19.14,False,100.0,20.0,False,100.0,20.0,False
2304251,99.53,98.93,80.0,Cruz,CE,486.0,0.981,0.0,-0.6,0.302,-0.337,98.93,18.93,False,100.0,20.0,False,96.91,16.91,False
2304269,98.65,98.82,80.0,Deputado Irapuan Pinheiro,CE,85.0,1.0,0.0,0.17,0.302,0.263,98.82,18.82,False,100.0,20.0,False,100.0,20.0,False
2304277,98.58,95.0,80.0,Ererê,CE,60.0,0.983,0.0,-3.58,0.302,-0.594,95.0,15.0,False,96.81,16.81,False,91.44,11.44,False
2304285,92.64,93.91,80.0,Eusébio,CE,973.0,0.975,1.0,1.27,0.302,1.105,93.91,13.91,False,95.72,15.72,False,100.0,20.0,False
2304301,98.01,96.0,80.0,Farias Brito,CE,175.0,1.0,0.0,-2.01,0.302,-0.777,96.0,16.0,False,97.81,17.81,False,91.34,11.34,False
2304350,100.0,100.0,80.0,Forquilha,CE,230.0,0.996,0.0,0.0,0.302,0.141,100.0,20.0,False,100.0,20.0,False,100.0,20.0,False
2304400,74.03,74.81,80.0,Fortaleza,CE,18091.0,0.98,1.0,0.78,0.302,0.775,74.81,-5.19,True,76.62,-3.38,True,79.46,-0.54,True
2304459,97.52,93.28,80.0,Fortim,CE,250.0,0.9,0.0,-4.24,0.302,-2.221,93.28,13.28,False,95.09,15.09,False,79.95,-0.05,True
2304509,99.67,98.18,80.0,Frecheirinha,CE,222.0,0.995,0.0,-1.49,0.302,-0.641,98.18,18.18,False,99.99,19.99,False,94.34,14.34,False
2304608,94.2,97.65,80.0,General Sampaio,CE,85.0,1.0,0.0,3.45,0.302,1.241,97.65,17.65,False,99.46,19.46,False,100.0,20.0,False
2304657,98.41,100.0,80.0,Graça,CE,168.0,0.935,0.0,1.59,0.302,0.89,100.0,20.0,False,100.0,20.0,False,100.0,20.0,False
2304707,93.26,97.78,80.0,Granja,CE,676.0,0.999,0.0,4.52,0.302,3.557,97.78,17.78,False,99.59,19.59,False,100.0,20.0,False
2304806,94.87,91.59,80.0,Granjeiro,CE,60.0,0.983,0.0,-3.28,0.302,-0.524,91.59,11.59,False,93.4,13.4,False,88.44,8.44,False
2304905,99.15,96.95,80.0,Groaíras,CE,131.0,0.954,0.0,-2.2,0.302,-0.688,96.95,16.95,False,98.76,18.76,False,92.82,12.82,False
2304954,72.74,79.83,80.0,Guaiúba,CE,245.0,0.992,0.0,5.0,0.302,2.889,79.83,-0.17,True,81.64,1.64,False,97.16,17.16,False
2305001,98.55,95.65,80.0,Guaraciaba do Norte,CE,620.0,1.0,0.0,-2.9,0.302,-2.119,95.65,15.65,False,97.46,17.46,False,82.94,2.94,False
2305100,91.67,95.86,80.0,Guaramiranga,CE,74.0,0.986,0.0,4.19,0.302,1.352,95.86,15.86,False,97.67,17.67,False,100.0,20.0,False
2305209,99.02,96.11,80.0,Hidrolândia,CE,180.0,0.994,0.0,-2.91,0.302,-1.219,96.11,16.11,False,97.92,17.92,False,88.79,8.79,False
2305233,93.36,96.2,80.0,Horizonte,CE,962.0,0.95,1.0,2.84,0.302,2.403,96.2,16.2,False,98.01,18.01,False,100.0,20.0,False
2305266,70.3,60.53,80.0,Ibaretama,CE,133.0,0.992,0.0,-5.0,0.302,-1.816,60.53,-19.47,True,62.34,-17.66,True,49.64,-30.36,True
2305308,94.97,97.38,80.0,Ibiapina,CE,315.0,0.994,0.0,2.41,0.302,1.591,97.38,17.38,False,99.19,19.19,False,100.0,20.0,False
2305332,96.13,96.67,80.0,Ibicuitinga,CE,90.0,0.989,0.0,0.54,0.302,0.376,96.67,16.67,False,98.48,18.48,False,98.93,18.93,False
2305357,82.16,76.34,80.0,Icapuí,CE,297.0,0.983,0.0,-5.0,0.302,-2.866,76.34,-3.66,True,78.15,-1.85,True,59.14,-20.86,True
2305407,80.08,75.41,80.0,Icó,CE,558.0,0.984,0.0,-4.67,0.302,-3.358,75.41,-4.59,True,77.22,-2.78,True,55.26,-24.74,True
2305506,56.55,63.35,80.0,Iguatu,CE,754.0,0.983,1.0,5.0,0.302,4.015,63.35,-16.65,True,65.16,-14.84,True,87.44,7.44,False
2305605,98.8,98.62,80.0,Independência,CE,145.0,0.986,0.0,-0.18,0.302,0.1,98.62,18.62,False,100.0,20.0,False,99.22,19.22,False
2305654,97.47,99.16,80.0,Ipaporanga,CE,126.0,0.984,0.0,1.69,0.302,0.839,99.16,19.16,False,100.0,20.0,False,100.0,20.0,False
2305704,87.85,88.89,80.0,Ipaumirim,CE,126.0,1.0,0.0,1.04,0.302,0.587,88.89,8.89,False,90.7,10.7,False,92.41,12.41,False
2305803,94.21,86.66,80.0,Ipu,CE,443.0,0.995,0.0,-5.0,0.302,-3.351,86.66,6.66,False,88.47,8.47,False,66.56,-13.44,True
2305902,97.9,99.54,80.0,Ipueiras,CE,433.0,1.0,0.0,1.64,0.302,1.217,99.54,19.54,False,100.0,20.0,False,100.0,20.0,False
2306009,98.61,84.18,80.0,Iracema,CE,177.0,1.0,0.0,-5.0,0.302,-2.187,84.18,4.18,False,85.99,5.99,False,71.06,-8.94,True
2306108,96.53,96.76,80.0,Irauçuba,CE,340.0,1.0,0.0,0.23,0.302,0.257,96.76,16.76,False,98.57,18.57,False,98.3,18.3,False
2306207,91.32,96.74,80.0,Itaiçaba,CE,92.0,1.0,0.0,5.0,0.302,1.782,96.74,16.74,False,98.55,18.55,False,100.0,20.0,False
2306256,85.82,85.11,80.0,Itaitinga,CE,786.0,0.981,0.0,-0.71,0.302,-0.505,85.11,5.11,False,86.92,6.92,False,82.08,2.08,False
2306306,90.68,89.55,80.0,Itapagé,CE,505.0,0.972,0.0,-1.13,0.302,-0.724,89.55,9.55,False,91.36,11.36,False,85.21,5.21,False
2306405,84.81,88.96,80.0,Itapipoca,CE,1538.0,0.95,0.0,4.15,0.302,3.707,88.96,8.96,False,90.77,10.77,False,100.0,20.0,False
2306504,96.14,92.57,80.0,Itapiúna,CE,176.0,0.989,0.0,-3.57,0.302,-1.51,92.57,12.57,False,94.38,14.38,False,83.51,3.51,False
2306553,92.56,92.49,80.0,Itarema,CE,482.0,0.946,0.0,-0.07,0.302,0.039,92.49,12.49,False,94.3,14.3,False,92.72,12.72,False
2306603,99.62,99.06,80.0,Itatira,CE,223.0,0.996,0.0,-0.56,0.302,-0.152,99.06,19.06,False,100.0,20.0,False,98.15,18.15,False
2306702,94.68,93.66,80.0,Jaguaretama,CE,177.0,0.983,0.0,-1.02,0.302,-0.319,93.66,13.66,False,95.47,15.47,False,91.75,11.75,False
2306801,89.41,93.88,80.0,Jaguaribara,CE,98.0,1.0,0.0,4.47,0.302,1.673,93.88,13.88,False,95.69,15.69,False,100.0,20.0,False
2306900,85.97,89.25,80.0,Jaguaribe,CE,338.0,0.991,0.0,3.28,0.302,2.173,89.25,9.25,False,91.06,11.06,False,100.0,20.0,False
2307007,84.18,88.24,80.0,Jaguaruana,CE,365.0,0.948,0.0,4.06,0.302,2.73,88.24,8.24,False,90.05,10.05,False,100.0,20.0,False
2307106,77.88,70.8,80.0,Jardim,CE,351.0,0.994,0.0,-5.0,0.302,-3.075,70.8,-9.2,True,72.61,-7.39,True,52.35,-27.65,True
2307205,74.37,77.45,80.0,Jati,CE,96.0,0.969,0.0,3.08,0.302,1.203,77.45,-2.55,True,79.26,-0.74,True,84.67,4.67,False
2307254,99.76,98.03,80.0,Jijoca de Jericoacoara,CE,457.0,0.989,0.0,-1.73,0.302,-1.111,98.03,18.03,False,99.84,19.84,False,91.36,11.36,False
2307304,60.56,59.48,80.0,Juazeiro do Norte,CE,2396.0,0.985,1.0,-1.08,0.302,-0.974,59.48,-20.52,True,61.29,-18.71,True,53.64,-26.36,True
2307403,86.69,90.28,80.0,Jucás,CE,280.0,0.993,0.0,3.59,0.302,2.22,90.28,10.28,False,92.09,12.09,False,100.0,20.0,False
2307502,75.38,74.29,80.0,Lavras da Mangabeira,CE,247.0,0.992,0.0,-1.09,0.302,-0.467,74.29,-5.71,True,76.1,-3.9,True,71.49,-8.51,True
2307601,87.84,89.65,80.0,Limoeiro do Norte,CE,568.0,0.923,1.0,1.81,0.302,1.417,89.65,9.65,False,91.46,11.46,False,98.15,18.15,False
2307635,97.67,95.31,80.0,Madalena,CE,192.0,0.974,0.0,-2.36,0.302,-1.002,95.31,15.31,False,97.12,17.12,False,89.3,9.3,False
2307650,82.4,84.92,80.0,Maracanaú,CE,3161.0,0.984,1.0,2.52,0.302,2.388,84.92,4.92,False,86.73,6.73,False,99.25,19.25,False
2307700,79.76,81.66,80.0,Maranguape,CE,1125.0,0.975,0.0,1.9,0.302,1.659,81.66,1.66,False,83.47,3.47,False,91.61,11.61,False
2307809,94.18,96.66,80.0,Marco,CE,452.0,0.985,0.0,2.48,0.302,1.812,96.66,16.66,False,98.47,18.47,False,100.0,20.0,False
2307908,98.47,99.24,80.0,Martinópole,CE,132.0,1.0,0.0,0.77,0.302,0.488,99.24,19.24,False,100.0,20.0,False,100.0,20.0,False
2308005,99.41,95.03,80.0,Massapê,CE,423.0,0.998,0.0,-4.38,0.302,-2.877,95.03,15.03,False,96.84,16.84,False,77.77,-2.23,True
2308104,84.73,84.55,80.0,Mauriti,CE,540.0,0.985,0.0,-0.18,0.302,-0.05,84.55,4.55,False,86.36,6.36,False,84.25,4.25,False
2308203,98.47,98.21,80.0,Meruoca,CE,223.0,0.996,0.0,-0.26,0.302,0.006,98.21,18.21,False,100.0,20.0,False,98.24,18.24,False
2308302,75.28,79.33,80.0,Milagres,CE,264.0,0.97,0.0,4.05,0.302,2.435,79.33,-0.67,True,81.14,1.14,False,93.94,13.94,False
2308351,100.0,97.92,80.0,Milhã,CE,144.0,1.0,0.0,-2.08,0.302,-0.695,97.92,17.92,False,99.73,19.73,False,93.75,13.75,False
2308377,86.66,85.6,80.0,Miraíma,CE,154.0,0.981,0.0,-1.06,0.302,-0.29,85.6,5.6,False,87.41,7.41,False,83.86,3.86,False
2308401,74.75,82.37,80.0,Missão Velha,CE,402.0,0.985,0.0,5.0,0.302,3.439,82.37,2.37,False,84.18,4.18,False,100.0,20.0,False
2308500,93.52,93.51,80.0,Mombaça,CE,416.0,0.998,0.0,-0.01,0.302,0.091,93.51,13.51,False,95.32,15.32,False,94.06,14.06,False
2308609,96.51,99.36,80.0,Monsenhor Tabosa,CE,214.0,0.986,0.0,2.85,0.302,1.619,99.36,19.36,False,100.0,20.0,False,100.0,20.0,False
2308708,71.96,76.09,80.0,Morada Nova,CE,572.0,0.981,0.0,4.13,0.302,3.138,76.09,-3.91,True,77.9,-2.1,True,94.92,14.92,False
2308807,98.91,92.86,80.0,Moraújo,CE,84.0,1.0,0.0,-5.0,0.302,-1.266,92.86,12.86,False,94.67,14.67,False,85.26,5.26,False
2308906,98.9,97.77,80.0,Morrinhos,CE,269.0,1.0,0.0,-1.13,0.302,-0.519,97.77,17.77,False,99.58,19.58,False,94.65,14.65,False
2309003,97.92,98.82,80.0,Mucambo,CE,170.0,1.0,0.0,0.9,0.302,0.577,98.82,18.82,False,100.0,20.0,False,100.0,20.0,False
2309102,85.81,88.89,80.0,Mulungu,CE,108.0,1.0,0.0,3.08,0.302,1.276,88.89,8.89,False,90.7,10.7,False,96.55,16.55,False
2309201,100.0,99.53,80.0,Nova Olinda,CE,213.0,1.0,0.0,-0.47,0.302,-0.096,99.53,19.53,False,100.0,20.0,False,98.95,18.95,False
2309300,96.69,99.64,80.0,Nova Russas,CE,275.0,0.993,0.0,2.95,0.302,1.835,99.64,19.64,False,100.0,20.0,False,100.0,20.0,False
2309409,98.72,100.0,80.0,Novo Oriente,CE,335.0,0.997,0.0,1.28,0.302,0.914,100.0,20.0,False,100.0,20.0,False,100.0,20.0,False
2309458,89.45,84.77,80.0,Ocara,CE,323.0,0.994,0.0,-4.68,0.302,-2.775,84.77,4.77,False,86.58,6.58,False,68.12,-11.88,True
2309508,90.9,90.75,80.0,Orós,CE,230.0,0.974,0.0,-0.15,0.302,0.06,90.75,10.75,False,92.56,12.56,False,91.11,11.11,False
2309607,85.7,87.91,80.0,Pacajus,CE,691.0,0.965,0.0,2.21,0.302,1.782,87.91,7.91,False,89.72,9.72,False,98.6,18.6,False
2309706,76.03,78.36,80.0,Pacatuba,CE,823.0,0.987,1.0,2.33,0.302,1.934,78.36,-1.64,True,80.17,0.17,False,89.96,9.96,False
2309805,88.89,91.18,80.0,Pacoti,CE,136.0,1.0,0.0,2.29,0.302,1.107,91.18,11.18,False,92.99,12.99,False,97.82,17.82,False
2309904,97.88,100.0,80.0,Pacujá,CE,73.0,1.0,0.0,2.12,0.302,0.788,100.0,20.0,False,100.0,20.0,False,100.0,20.0,False
2310001,70.54,74.59,80.0,Palhano,CE,122.0,1.0,0.0,4.05,0.302,1.722,74.59,-5.41,True,76.4,-3.6,True,84.92,4.92,False
2310100,98.68,94.31,80.0,Palmácia,CE,123.0,1.0,0.0,-4.37,0.302,-1.477,94.31,14.31,False,96.12,16.12,False,85.45,5.45,False
2310209,94.86,95.08,80.0,Paracuru,CE,572.0,0.993,0.0,0.22,0.302,0.241,95.08,15.08,False,96.89,16.89,False,96.53,16.53,False
2310258,98.24,93.78,80.0,Paraipaba,CE,461.0,0.983,0.0,-4.46,0.302,-3.019,93.78,13.78,False,95.59,15.59,False,75.67,-4.33,True
2310308,83.15,88.35,80.0,Parambu,CE,259.0,0.988,0.0,5.0,0.302,2.953,88.35,8.35,False,90.16,10.16,False,100.0,20.0,False
2310407,98.85,94.2,80.0,Paramoti,CE,69.0,1.0,0.0,-4.65,0.302,-0.968,94.2,14.2,False,96.01,16.01,False,88.39,8.39,False
2310506,99.44,99.7,80.0,Pedra Branca,CE,335.0,1.0,0.0,0.26,0.302,0.276,99.7,19.7,False,100.0,20.0,False,100.0,20.0,False
2310605,77.7,63.67,80.0,Penaforte,CE,122.0,0.967,0.0,-5.0,0.302,-1.707,63.67,-16.33,True,65.48,-14.52,True,53.43,-26.57,True
2310704,93.06,91.29,80.0,Pentecoste,CE,361.0,0.989,0.0,-1.77,0.302,-1.031,91.29,11.29,False,93.1,13.1,False,85.1,5.1,False
2310803,95.85,93.44,80.0,Pereiro,CE,248.0,0.992,0.0,-2.41,0.302,-1.199,93.44,13.44,False,95.25,15.25,False,86.24,6.24,False
2310852,90.29,88.62,80.0,Pindoretama,CE,285.0,0.954,0.0,-1.67,0.302,-0.857,88.62,8.62,False,90.43,10.43,False,83.48,3.48,False
2310902,100.0,100.0,80.0,Piquet Carneiro,CE,152.0,1.0,0.0,0.0,0.302,0.172,100.0,20.0,False,100.0,20.0,False,100.0,20.0,False
2310951,99.14,100.0,80.0,Pires Ferreira,CE,68.0,1.0,0.0,0.86,0.302,0.444,100.0,20.0,False,100.0,20.0,False,100.0,20.0,False
