id_municipio,nome_municipio,sigla_uf,nome_regiao,n_alunos_2024,presenca_2024,taxa_presentes_2024,taxa_alf_2024,risco_previsto_2024,idhm,ivs,cluster,alerta_participacao
2805109,Pedrinhas,SE,Nordeste,65.0,0.954,0.113,0.108,0.579,0.592,0.544,0,False
2203354,Dirceu Arcoverde,PI,Nordeste,50.0,0.88,0.114,0.1,0.444,0.561,0.465,0,False
1707702,Filadélfia,TO,Norte,65.0,0.846,0.127,0.108,0.649,0.621,0.456,0,False
2902252,Arataca,BA,Nordeste,77.0,0.792,0.131,0.104,0.673,0.559,0.536,0,True
2915403,Itaju do Colônia,BA,Nordeste,79.0,0.747,0.153,0.114,0.636,0.592,0.515,0,True
1711951,Lagoa do Tocantins,TO,Norte,53.0,0.981,0.154,0.151,0.554,0.579,0.45,0,False
1200435,Santa Rosa do Purus,AC,Norte,76.0,0.763,0.155,0.118,0.573,0.517,0.564,0,True
2802700,Ilha das Flores,SE,Nordeste,129.0,0.891,0.157,0.14,0.667,0.562,0.506,0,False
2801504,Carmópolis,SE,Nordeste,166.0,0.892,0.162,0.145,0.615,0.643,0.347,1,False
2901908,Aporá,BA,Nordeste,238.0,0.966,0.165,0.16,0.664,0.548,0.523,0,False
2805604,Porto da Folha,SE,Nordeste,249.0,0.916,0.175,0.161,0.65,0.568,0.474,0,False
2933158,Várzea Nova,BA,Nordeste,161.0,0.969,0.179,0.174,0.682,0.555,0.515,0,False
2902203,Aramari,BA,Nordeste,87.0,0.897,0.179,0.161,0.658,0.588,0.539,0,False
1703073,Barra do Ouro,TO,Norte,76.0,0.947,0.181,0.171,0.631,0.603,0.544,0,False
2900207,Abaré,BA,Nordeste,162.0,0.981,0.182,0.179,0.707,0.575,0.51,0,False
1710706,Itaguatins,TO,Norte,60.0,0.817,0.184,0.15,0.609,0.616,0.466,0,False
2920809,Marcionílio Souza,BA,Nordeste,79.0,0.886,0.186,0.165,0.662,0.561,0.574,0,False
1304260,Uarini,AM,Norte,231.0,0.861,0.191,0.165,0.638,0.527,0.626,0,False
1703008,Babaçulândia,TO,Norte,83.0,0.819,0.191,0.157,0.588,0.642,0.407,0,False
2206654,Morro Cabeça no Tempo,PI,Nordeste,77.0,0.935,0.194,0.182,0.452,0.542,0.417,0,False
2802007,Divina Pastora,SE,Nordeste,54.0,0.944,0.196,0.185,0.575,0.61,0.45,0,False
1600105,Amapá,AP,Norte,130.0,0.862,0.196,0.169,0.603,0.642,0.524,0,False
2930501,Serrinha,BA,Nordeste,525.0,0.928,0.199,0.185,0.698,0.634,0.397,0,False
2925600,Presidente Dutra,BA,Nordeste,105.0,0.952,0.2,0.19,0.696,0.614,0.39,0,False
1713601,Monte do Carmo,TO,Norte,79.0,0.81,0.203,0.165,0.566,0.622,0.399,0,False
2924207,Pedro Alexandre,BA,Nordeste,134.0,0.985,0.205,0.201,0.635,0.513,0.593,0,False
2800209,Aquidabã,SE,Nordeste,98.0,0.888,0.207,0.184,0.653,0.578,0.454,0,False
2933059,Várzea da Roça,BA,Nordeste,89.0,0.921,0.207,0.191,0.705,0.539,0.472,0,False
2929800,Saúde,BA,Nordeste,87.0,0.943,0.207,0.195,0.666,0.549,0.491,0,False
2907202,Casa Nova,BA,Nordeste,490.0,0.878,0.209,0.184,0.749,0.57,0.467,0,False
2917003,Itiúba,BA,Nordeste,263.0,0.939,0.211,0.198,0.686,0.544,0.523,0,False
2923100,Olindina,BA,Nordeste,218.0,0.927,0.213,0.197,0.679,0.559,0.483,0,False
2908903,Coração de Maria,BA,Nordeste,199.0,0.849,0.213,0.181,0.678,0.592,0.477,0,False
1600501,Oiapoque,AP,Norte,512.0,0.75,0.214,0.16,0.679,0.658,0.56,0,True
2509057,Marcação,PB,Nordeste,148.0,0.872,0.217,0.189,0.527,0.529,0.563,0,False
2806305,Santa Luzia do Itanhy,SE,Nordeste,132.0,0.939,0.218,0.205,0.628,0.545,0.534,0,False
2405306,Boa Saúde,RN,Nordeste,66.0,0.621,0.22,0.136,0.65,0.574,0.453,0,True
2806404,Santana do São Francisco,SE,Nordeste,96.0,0.948,0.22,0.208,0.565,0.59,0.379,0,False
4320859,Tabaí,RS,Sul,68.0,0.868,0.22,0.191,0.426,0.701,0.239,1,False
2922250,Muquém de São Francisco,BA,Nordeste,132.0,0.894,0.22,0.197,0.674,0.549,0.499,0,False
1302553,Manaquiri,AM,Norte,237.0,0.785,0.22,0.173,0.585,0.596,0.535,0,True
2912707,Ibirapitanga,BA,Nordeste,221.0,0.923,0.221,0.204,0.668,0.558,0.541,0,False
2604205,Catende,PE,Nordeste,291.0,0.918,0.221,0.203,0.444,0.609,0.483,0,False
2924405,Pilão Arcado,BA,Nordeste,460.0,0.85,0.225,0.191,0.744,0.506,0.526,0,False
2911808,Guaratinga,BA,Nordeste,173.0,0.919,0.226,0.208,0.678,0.558,0.531,0,False
2909901,Curaçá,BA,Nordeste,402.0,0.965,0.229,0.221,0.67,0.581,0.461,0,False
2932457,Umburanas,BA,Nordeste,132.0,0.924,0.23,0.212,0.701,0.515,0.556,0,False
2928307,Santanópolis,BA,Nordeste,74.0,0.824,0.23,0.189,0.607,0.592,0.536,0,False
2505238,Cuité de Mamanguape,PB,Nordeste,83.0,0.783,0.231,0.181,0.5,0.524,0.644,0,True
2901601,Antas,BA,Nordeste,90.0,0.911,0.232,0.211,0.611,0.592,0.428,0,False
2906808,Cansanção,BA,Nordeste,389.0,0.853,0.232,0.198,0.682,0.557,0.536,0,False
2910909,Firmino Alves,BA,Nordeste,64.0,0.672,0.233,0.156,0.606,0.578,0.406,0,True
2920106,Mairi,BA,Nordeste,120.0,0.925,0.234,0.217,0.687,0.572,0.466,0,False
2916302,Itapebi,BA,Nordeste,78.0,0.821,0.234,0.192,0.665,0.572,0.491,0,False
2703601,Japaratinga,AL,Nordeste,119.0,0.824,0.235,0.193,0.543,0.57,0.558,0,False
2915106,Itagi,BA,Nordeste,122.0,0.975,0.235,0.23,0.666,0.543,0.476,0,False
2911402,Glória,BA,Nordeste,86.0,0.988,0.235,0.233,0.643,0.593,0.462,0,False
2703106,Igaci,AL,Nordeste,270.0,0.896,0.236,0.211,0.526,0.564,0.54,0,False
2926103,Retirolândia,BA,Nordeste,125.0,0.984,0.236,0.232,0.613,0.636,0.398,0,False
2910602,Esplanada,BA,Nordeste,378.0,0.95,0.24,0.228,0.686,0.589,0.458,0,False
2930105,Senhor do Bonfim,BA,Nordeste,508.0,0.959,0.24,0.23,0.663,0.666,0.361,0,False
2507408,Jericó,PB,Nordeste,63.0,0.857,0.241,0.206,0.458,0.603,0.373,0,False
2930204,Sento Sé,BA,Nordeste,489.0,0.877,0.242,0.213,0.648,0.585,0.485,0,False
2925006,Planalto,BA,Nordeste,196.0,0.923,0.243,0.224,0.691,0.56,0.473,0,False
2903953,Bom Jesus da Serra,BA,Nordeste,97.0,0.928,0.244,0.227,0.651,0.546,0.529,0,False
2923704,Paratinga,BA,Nordeste,260.0,0.896,0.245,0.219,0.646,0.59,0.457,0,False
2902104,Araci,BA,Nordeste,363.0,0.912,0.245,0.223,0.705,0.534,0.525,0,False
2915908,Itanagra,BA,Nordeste,85.0,0.624,0.245,0.153,0.651,0.584,0.516,0,True
2413102,Senador Elói de Souza,RN,Nordeste,84.0,0.679,0.246,0.167,0.644,0.583,0.511,0,True
2505204,Cuitegi,PB,Nordeste,68.0,0.838,0.246,0.206,0.512,0.57,0.484,0,False
2905602,Camacan,BA,Nordeste,228.0,0.838,0.246,0.206,0.659,0.581,0.487,0,False
2410108,Poço Branco,RN,Nordeste,98.0,0.663,0.246,0.163,0.721,0.587,0.487,0,True
2929305,São Gonçalo dos Campos,BA,Nordeste,236.0,0.86,0.246,0.212,0.691,0.627,0.411,0,False
2903300,Barro Preto,BA,Nordeste,100.0,0.89,0.247,0.22,0.588,0.602,0.526,0,False
2914653,Itabela,BA,Nordeste,342.0,0.915,0.249,0.228,0.687,0.599,0.507,0,False
2915304,Itagimirim,BA,Nordeste,86.0,0.93,0.25,0.233,0.513,0.634,0.395,1,False
2409803,Pedro Velho,RN,Nordeste,103.0,0.777,0.25,0.194,0.688,0.568,0.512,0,True
2707107,Piranhas,AL,Nordeste,404.0,0.928,0.251,0.233,0.545,0.589,0.508,0,False
1300508,Barreirinha,AM,Norte,489.0,0.838,0.251,0.211,0.596,0.574,0.622,0,False
2913903,Ipiaú,BA,Nordeste,338.0,0.964,0.252,0.243,0.645,0.67,0.367,0,False
2919157,Lapão,BA,Nordeste,311.0,0.968,0.252,0.244,0.677,0.596,0.442,0,False
2802205,Feira Nova,SE,Nordeste,89.0,0.978,0.253,0.247,0.58,0.584,0.434,0,False
2901809,Antônio Gonçalves,BA,Nordeste,82.0,0.963,0.253,0.244,0.644,0.598,0.391,0,False
2414209,Tibau do Sul,RN,Nordeste,261.0,0.828,0.255,0.211,0.693,0.645,0.344,0,False
2917334,Iuiú,BA,Nordeste,99.0,0.949,0.255,0.242,0.619,0.591,0.509,0,False
1200138,Bujari,AC,Norte,224.0,0.786,0.256,0.201,0.55,0.589,0.459,0,True
2907608,Central,BA,Nordeste,78.0,1.0,0.256,0.256,0.679,0.596,0.436,0,False
2930600,Serrolândia,BA,Nordeste,152.0,0.947,0.257,0.243,0.653,0.59,0.405,0,False
2929206,São Francisco do Conde,BA,Nordeste,390.0,0.877,0.257,0.226,0.712,0.674,0.374,1,False
2901700,Antônio Cardoso,BA,Nordeste,69.0,0.957,0.258,0.246,0.626,0.561,0.471,0,False
2919926,Madre de Deus,BA,Nordeste,197.0,0.944,0.258,0.244,0.591,0.708,0.306,1,False
1502806,Curralinho,PA,Norte,688.0,0.741,0.259,0.192,0.649,0.502,0.666,0,True
2922656,Nordestina,BA,Nordeste,211.0,0.834,0.261,0.218,0.652,0.56,0.509,0,False
1503754,Jacareacanga,PA,Norte,230.0,0.813,0.262,0.213,0.614,0.505,0.644,0,False
2928109,Santa Maria da Vitória,BA,Nordeste,315.0,0.797,0.263,0.21,0.636,0.614,0.403,0,True
2900603,Aiquara,BA,Nordeste,63.0,0.905,0.263,0.238,0.595,0.583,0.429,0,False
2405405,Japi,RN,Nordeste,66.0,0.864,0.263,0.227,0.612,0.569,0.504,0,False
2932705,Uruçuca,BA,Nordeste,193.0,0.824,0.264,0.218,0.661,0.616,0.468,0,False
2803609,Laranjeiras,SE,Nordeste,244.0,0.898,0.265,0.238,0.641,0.642,0.391,0,False
4321303,Taquari,RS,Sul,277.0,0.816,0.265,0.217,0.497,0.733,0.238,1,False
4301875,Barra do Quaraí,RS,Sul,65.0,0.985,0.266,0.262,0.482,0.662,0.259,1,False
2913606,Ilhéus,BA,Nordeste,1572.0,0.877,0.266,0.233,0.721,0.69,0.387,1,False
2909307,Correntina,BA,Nordeste,276.0,0.775,0.266,0.207,0.645,0.603,0.409,0,True
2930154,Serra do Ramalho,BA,Nordeste,451.0,0.973,0.267,0.259,0.654,0.595,0.542,0,False
2805406,Poço Redondo,SE,Nordeste,396.0,0.871,0.267,0.232,0.676,0.529,0.498,0,False
2902658,Banzaê,BA,Nordeste,167.0,0.898,0.267,0.24,0.573,0.579,0.41,0,False
2920908,Mascote,BA,Nordeste,138.0,0.732,0.267,0.196,0.654,0.581,0.569,0,True
1718758,Rio Sono,TO,Norte,87.0,0.816,0.268,0.218,0.588,0.6,0.367,0,False
2514453,São José dos Ramos,PB,Nordeste,61.0,0.918,0.268,0.246,0.484,0.541,0.545,0,False
2801207,Canindé de São Francisco,SE,Nordeste,479.0,0.965,0.268,0.259,0.653,0.567,0.488,0,False
2915809,Itambé,BA,Nordeste,274.0,0.92,0.27,0.248,0.672,0.578,0.415,0,False
2707404,Porto de Pedras,AL,Nordeste,143.0,0.93,0.271,0.252,0.522,0.541,0.556,0,False
2929354,São José da Vitória,BA,Nordeste,82.0,0.939,0.273,0.256,0.645,0.546,0.517,0,False
2703809,Joaquim Gomes,AL,Nordeste,207.0,0.952,0.274,0.261,0.554,0.531,0.587,0,False
2413201,Senador Georgino Avelino,RN,Nordeste,62.0,0.823,0.275,0.226,0.633,0.57,0.439,0,False
2908200,Conceição da Feira,BA,Nordeste,169.0,0.84,0.275,0.231,0.659,0.634,0.436,0,False
2921500,Monte Santo,BA,Nordeste,290.0,0.866,0.275,0.238,0.696,0.506,0.546,0,False
2925402,Potiraguá,BA,Nordeste,75.0,0.92,0.275,0.253,0.641,0.625,0.399,0,False
2506400,Gurinhém,PB,Nordeste,95.0,0.916,0.276,0.253,0.544,0.556,0.549,0,False
2928505,Santa Teresinha,BA,Nordeste,79.0,0.962,0.276,0.266,0.685,0.587,0.51,0,False
4202438,Bocaina do Sul,SC,Sul,53.0,0.887,0.277,0.245,0.507,0.647,0.364,1,False
2401859,Caiçara do Norte,RN,Nordeste,84.0,0.774,0.277,0.214,0.69,0.574,0.509,0,True
2932408,Uibaí,BA,Nordeste,91.0,0.912,0.277,0.253,0.642,0.617,0.405,0,False
2410900,Riachuelo,RN,Nordeste,99.0,0.798,0.278,0.222,0.638,0.592,0.458,0,True
2927200,Ruy Barbosa,BA,Nordeste,251.0,0.984,0.279,0.275,0.675,0.61,0.467,0,False
2800605,Barra dos Coqueiros,SE,Nordeste,324.0,0.861,0.28,0.241,0.677,0.649,0.419,1,False
2913101,Ibititá,BA,Nordeste,103.0,0.971,0.28,0.272,0.648,0.602,0.407,0,False
2905909,Campo Alegre de Lourdes,BA,Nordeste,228.0,0.829,0.28,0.232,0.668,0.557,0.569,0,False
2804607,Nossa Senhora das Dores,SE,Nordeste,234.0,0.944,0.281,0.265,0.63,0.6,0.458,0,False
2705309,Minador do Negrão,AL,Nordeste,65.0,0.985,0.281,0.277,0.38,0.563,0.533,0,False
2908606,Conde,BA,Nordeste,186.0,0.898,0.281,0.253,0.699,0.56,0.496,0,False
4314902,Porto Alegre,RS,Sul,10336.0,0.718,0.282,0.202,0.594,0.805,0.239,1,True
2905503,Caldeirão Grande,BA,Nordeste,155.0,0.961,0.282,0.271,0.655,0.573,0.485,0,False
2911105,Formosa do Rio Preto,BA,Nordeste,263.0,0.89,0.282,0.251,0.671,0.618,0.443,0,False
2921708,Morro do Chapéu,BA,Nordeste,232.0,0.944,0.283,0.267,0.688,0.588,0.502,0,False
2405108,Jandaíra,RN,Nordeste,72.0,0.833,0.283,0.236,0.648,0.569,0.514,0,False
2927606,Santa Brígida,BA,Nordeste,172.0,0.901,0.284,0.256,0.657,0.546,0.544,0,False
2905800,Camamu,BA,Nordeste,253.0,0.933,0.284,0.265,0.685,0.565,0.498,0,False
2702405,Delmiro Gouveia,AL,Nordeste,624.0,0.897,0.284,0.255,0.611,0.612,0.416,0,False
2927101,Rodelas,BA,Nordeste,175.0,0.926,0.284,0.263,0.584,0.632,0.385,0,False
2408300,Nova Cruz,RN,Nordeste,217.0,0.811,0.284,0.23,0.674,0.629,0.456,0,False
2413359,Serra do Mel,RN,Nordeste,125.0,0.704,0.284,0.2,0.677,0.614,0.467,0,True
2929370,São José do Jacuípe,BA,Nordeste,93.0,0.946,0.284,0.269,0.656,0.552,0.458,0,False
2928059,Santa Luzia,BA,Nordeste,115.0,0.826,0.284,0.235,0.668,0.556,0.538,0,False
2931707,Terra Nova,BA,Nordeste,102.0,0.931,0.284,0.265,0.678,0.578,0.45,0,False
2901403,Angical,BA,Nordeste,134.0,0.813,0.284,0.231,0.609,0.625,0.392,0,False
2901353,Andorinha,BA,Nordeste,112.0,0.973,0.284,0.277,0.656,0.588,0.463,0,False
2902708,Barra,BA,Nordeste,537.0,0.883,0.285,0.251,0.708,0.557,0.481,0,False
2917508,Jacobina,BA,Nordeste,646.0,0.864,0.285,0.246,0.679,0.649,0.375,0,False
2911907,Iaçu,BA,Nordeste,269.0,0.978,0.285,0.279,0.681,0.574,0.497,0,False
2500304,Alagoa Grande,PB,Nordeste,373.0,0.836,0.285,0.239,0.529,0.582,0.523,0,False
2916104,Itaparica,BA,Nordeste,239.0,0.879,0.286,0.251,0.637,0.67,0.44,0,False
1719004,Santa Tereza do Tocantins,TO,Norte,62.0,0.79,0.286,0.226,0.56,0.662,0.353,0,True
2904704,Buerarema,BA,Nordeste,155.0,0.903,0.286,0.258,0.643,0.613,0.457,0,False
2906303,Canavieiras,BA,Nordeste,291.0,0.935,0.287,0.268,0.71,0.59,0.465,0,False
2800407,Arauá,SE,Nordeste,112.0,0.964,0.287,0.277,0.623,0.595,0.471,0,False
2919207,Lauro de Freitas,BA,Nordeste,1512.0,0.847,0.288,0.243,0.68,0.754,0.28,1,False
1703305,Bom Jesus do Tocantins,TO,Norte,62.0,0.952,0.288,0.274,0.579,0.66,0.416,0,False
2922052,Mulungu do Morro,BA,Nordeste,113.0,0.982,0.288,0.283,0.658,0.566,0.516,0,False
2917102,Itororó,BA,Nordeste,108.0,0.963,0.288,0.278,0.626,0.594,0.38,0,False
2921609,Morpará,BA,Nordeste,91.0,0.989,0.289,0.286,0.637,0.558,0.517,0,False
2406205,Lagoa d'Anta,RN,Nordeste,61.0,0.738,0.289,0.213,0.619,0.601,0.438,0,True
2902005,Aracatu,BA,Nordeste,87.0,0.954,0.289,0.276,0.597,0.581,0.432,0,False
2911600,Governador Mangabeira,BA,Nordeste,157.0,0.898,0.291,0.261,0.636,0.643,0.45,0,False
2102200,Buriti,MA,Nordeste,279.0,0.9,0.291,0.262,0.396,0.548,0.607,0,False
2401602,Bento Fernandes,RN,Nordeste,67.0,0.821,0.291,0.239,0.636,0.582,0.445,0,False
1504505,Melgaço,PA,Norte,487.0,0.727,0.291,0.211,0.678,0.418,0.699,0,True
2928000,Santaluz,BA,Nordeste,213.0,0.934,0.291,0.272,0.631,0.598,0.451,0,False
1600550,Pracuúba,AP,Norte,54.0,0.889,0.292,0.259,0.595,0.614,0.576,0,False
2917300,Ituberá,BA,Nordeste,128.0,0.938,0.292,0.273,0.662,0.606,0.435,0,False
2412807,São Rafael,RN,Nordeste,51.0,0.804,0.293,0.235,0.619,0.611,0.399,0,False
2402402,Carnaúba dos Dantas,RN,Nordeste,70.0,0.829,0.293,0.243,0.597,0.659,0.256,1,False
2918407,Juazeiro,BA,Nordeste,2735.0,0.912,0.293,0.267,0.684,0.677,0.352,1,False
4306767,Eldorado do Sul,RS,Sul,475.0,0.682,0.293,0.2,0.553,0.717,0.269,1,True
2906873,Capim Grosso,BA,Nordeste,263.0,0.92,0.293,0.27,0.688,0.621,0.379,0,False
2921401,Mirangaba,BA,Nordeste,145.0,0.821,0.294,0.241,0.694,0.542,0.572,0,False
2918100,Jeremoabo,BA,Nordeste,216.0,0.894,0.295,0.264,0.674,0.547,0.498,0,False
2906105,Canápolis,BA,Nordeste,91.0,0.967,0.295,0.286,0.644,0.565,0.468,0,False
2931509,Teofilândia,BA,Nordeste,210.0,0.886,0.296,0.262,0.702,0.566,0.451,0,False
2900801,Alcobaça,BA,Nordeste,277.0,0.903,0.296,0.267,0.651,0.608,0.48,0,False
2804805,Nossa Senhora do Socorro,SE,Nordeste,2001.0,0.895,0.297,0.266,0.733,0.664,0.435,1,False
2903235,Barro Alto,BA,Nordeste,123.0,0.984,0.298,0.293,0.635,0.607,0.436,0,False
2914802,Itabuna,BA,Nordeste,1092.0,0.853,0.298,0.254,0.685,0.712,0.31,1,False
2903607,Biritinga,BA,Nordeste,61.0,0.934,0.298,0.279,0.687,0.538,0.538,0,False
3522653,Itapirapuã Paulista,SP,Sudeste,62.0,0.919,0.298,0.274,0.393,0.661,0.428,0,False
2916906,Itiruçu,BA,Nordeste,67.0,0.896,0.3,0.269,0.628,0.6,0.449,0,False
2906824,Canudos,BA,Nordeste,161.0,0.969,0.301,0.292,0.679,0.562,0.492,0,False
2913705,Inhambupe,BA,Nordeste,283.0,0.809,0.301,0.244,0.695,0.565,0.484,0,False
2919603,Macajuba,BA,Nordeste,153.0,0.954,0.301,0.288,0.671,0.524,0.534,0,False
2804904,Pacatuba,SE,Nordeste,118.0,0.898,0.302,0.271,0.641,0.555,0.507,0,False
2503001,Caaporã,PB,Nordeste,265.0,0.909,0.303,0.275,0.541,0.602,0.423,0,False
1717909,Ponte Alta do Tocantins,TO,Norte,119.0,0.832,0.303,0.252,0.668,0.624,0.36,0,False
2925808,Queimadas,BA,Nordeste,197.0,0.954,0.303,0.289,0.65,0.592,0.52,0,False
2905305,Cafarnaum,BA,Nordeste,178.0,0.758,0.304,0.23,0.638,0.584,0.432,0,True
2804409,Neópolis,SE,Nordeste,206.0,0.99,0.304,0.301,0.646,0.589,0.45,0,False
1304237,Tonantins,AM,Norte,316.0,0.937,0.304,0.285,0.622,0.548,0.644,0,False
2900405,Água Fria,BA,Nordeste,74.0,0.932,0.304,0.284,0.685,0.55,0.575,0,False
2924009,Paulo Afonso,BA,Nordeste,1112.0,0.849,0.305,0.259,0.679,0.674,0.34,0,False
2907301,Castro Alves,BA,Nordeste,228.0,0.89,0.305,0.272,0.628,0.613,0.426,0,False
2931400,Teodoro Sampaio,BA,Nordeste,76.0,0.947,0.306,0.289,0.678,0.594,0.53,0,False
2407104,Macaíba,RN,Nordeste,763.0,0.729,0.306,0.223,0.768,0.64,0.532,0,True
2902906,Barra do Choça,BA,Nordeste,507.0,0.961,0.306,0.294,0.708,0.551,0.435,0,False
2406304,Lagoa de Pedras,RN,Nordeste,63.0,0.778,0.306,0.238,0.616,0.553,0.459,0,True
2931103,Tanquinho,BA,Nordeste,78.0,0.962,0.307,0.295,0.631,0.597,0.437,0,False
2408953,Rio do Fogo,RN,Nordeste,124.0,0.71,0.307,0.218,0.697,0.569,0.406,0,True
2929701,Sátiro Dias,BA,Nordeste,96.0,0.917,0.307,0.281,0.655,0.527,0.506,0,False
2909109,Coribe,BA,Nordeste,145.0,0.966,0.307,0.297,0.598,0.6,0.459,0,False
2906402,Candeal,BA,Nordeste,53.0,0.981,0.308,0.302,0.621,0.587,0.476,0,False
2605202,Escada,PE,Nordeste,426.0,0.953,0.308,0.293,0.443,0.632,0.511,0,False
1715705,Palmeirante,TO,Norte,97.0,0.835,0.309,0.258,0.66,0.571,0.562,0,False
2906709,Cândido Sales,BA,Nordeste,202.0,0.802,0.309,0.248,0.65,0.601,0.461,0,False
2412559,São Miguel do Gostoso,RN,Nordeste,108.0,0.75,0.309,0.231,0.668,0.591,0.517,0,True
1300839,Caapiranga,AM,Norte,138.0,0.891,0.309,0.275,0.586,0.569,0.614,0,False
2804003,Maruim,SE,Nordeste,134.0,0.918,0.309,0.284,0.683,0.618,0.435,0,False
1200328,Jordão,AC,Norte,116.0,0.836,0.309,0.259,0.587,0.469,0.584,0,False
2908408,Conceição do Coité,BA,Nordeste,508.0,0.878,0.309,0.272,0.677,0.611,0.398,0,False
3529708,Miguelópolis,SP,Sudeste,195.0,0.795,0.31,0.246,0.43,0.741,0.322,1,True
1302009,Itapiranga,AM,Norte,173.0,0.653,0.31,0.202,0.543,0.654,0.515,0,True
2500601,Alhandra,PB,Nordeste,248.0,0.871,0.31,0.27,0.53,0.582,0.445,0,False
4313953,Pantano Grande,RS,Sul,123.0,0.837,0.311,0.26,0.532,0.661,0.286,1,False
2907905,Cipó,BA,Nordeste,207.0,0.932,0.311,0.29,0.648,0.601,0.408,0,False
2705408,Monteirópolis,AL,Nordeste,90.0,1.0,0.311,0.311,0.526,0.539,0.551,0,False
4304663,Capão do Leão,RS,Sul,318.0,0.758,0.311,0.236,0.609,0.637,0.29,1,True
2932200,Ubaitaba,BA,Nordeste,175.0,0.863,0.311,0.269,0.646,0.611,0.408,0,False
2404606,Ielmo Marinho,RN,Nordeste,154.0,0.792,0.311,0.247,0.712,0.55,0.536,0,True
2933505,Wenceslau Guimarães,BA,Nordeste,197.0,0.782,0.312,0.244,0.67,0.544,0.513,0,True
2914901,Itacaré,BA,Nordeste,254.0,0.858,0.312,0.268,0.697,0.583,0.445,0,False
2413409,Serra Negra do Norte,RN,Nordeste,56.0,0.857,0.312,0.268,0.637,0.597,0.309,0,False
1507300,São Félix do Xingu,PA,Norte,934.0,0.754,0.312,0.236,0.642,0.594,0.512,0,True
3140852,Matias Cardoso,MG,Sudeste,130.0,0.862,0.312,0.269,0.416,0.616,0.523,0,False
2802106,Estância,SE,Nordeste,588.0,0.918,0.313,0.287,0.665,0.647,0.371,0,False
2929008,São Félix,BA,Nordeste,87.0,0.954,0.313,0.299,0.638,0.639,0.382,0,False
2910701,Euclides da Cunha,BA,Nordeste,465.0,0.933,0.313,0.292,0.695,0.567,0.47,0,False
1505205,Oeiras do Pará,PA,Norte,470.0,0.794,0.314,0.249,0.673,0.507,0.637,0,True
2609907,Ouricuri,PE,Nordeste,572.0,0.892,0.314,0.28,0.43,0.572,0.509,0,False
2922904,Nova Soure,BA,Nordeste,250.0,0.968,0.314,0.304,0.684,0.555,0.513,0,False
1718865,Santa Fé do Araguaia,TO,Norte,93.0,0.753,0.314,0.237,0.62,0.616,0.435,0,True
2913507,Iguaí,BA,Nordeste,111.0,0.973,0.315,0.306,0.641,0.552,0.483,0,False
2919801,Macaúbas,BA,Nordeste,281.0,0.972,0.315,0.306,0.639,0.609,0.411,0,False
2805901,Riachuelo,SE,Nordeste,93.0,0.989,0.315,0.312,0.638,0.617,0.409,0,False
2401206,Arês,RN,Nordeste,181.0,0.823,0.315,0.26,0.678,0.606,0.481,0,False
2918555,Jussari,BA,Nordeste,62.0,0.919,0.316,0.29,0.587,0.567,0.461,0,False
2927507,Santa Bárbara,BA,Nordeste,144.0,0.924,0.316,0.292,0.654,0.583,0.499,0,False
1505304,Oriximiná,PA,Norte,892.0,0.823,0.316,0.26,0.584,0.623,0.532,0,False
1703909,Caseara,TO,Norte,74.0,0.811,0.317,0.257,0.611,0.658,0.384,0,False
2408805,Parazinho,RN,Nordeste,75.0,0.8,0.317,0.253,0.673,0.549,0.524,0,False
2208809,Regeneração,PI,Nordeste,166.0,0.97,0.317,0.307,0.463,0.591,0.532,0,False
2402204,Canguaretama,RN,Nordeste,365.0,0.847,0.317,0.268,0.723,0.579,0.521,0,False
1507003,Santo Antônio do Tauá,PA,Norte,386.0,0.858,0.317,0.272,0.564,0.632,0.49,0,False
2925709,Presidente Jânio Quadros,BA,Nordeste,119.0,0.899,0.318,0.286,0.64,0.542,0.484,0,False
2211209,Uruçuí,PI,Nordeste,292.0,0.959,0.318,0.305,0.51,0.631,0.395,0,False
2930808,Souto Soares,BA,Nordeste,136.0,0.971,0.318,0.309,0.659,0.592,0.488,0,False
2407203,Macau,RN,Nordeste,221.0,0.81,0.318,0.258,0.659,0.665,0.333,1,False
2928802,Santo Estêvão,BA,Nordeste,538.0,0.928,0.319,0.296,0.64,0.626,0.446,0,False
2932903,Valença,BA,Nordeste,479.0,0.871,0.319,0.278,0.671,0.623,0.389,0,False
2102507,Cajari,MA,Nordeste,92.0,0.783,0.319,0.25,0.485,0.523,0.633,0,True
2907103,Carinhanha,BA,Nordeste,333.0,0.949,0.32,0.303,0.674,0.576,0.515,0,False
2904100,Boquira,BA,Nordeste,125.0,0.8,0.32,0.256,0.655,0.603,0.466,0,False
2928406,Santa Rita de Cássia,BA,Nordeste,272.0,0.952,0.32,0.305,0.677,0.605,0.411,0,False
2903805,Boa Vista do Tupim,BA,Nordeste,144.0,0.972,0.321,0.312,0.702,0.551,0.633,0,False
2411601,São Bento do Norte,RN,Nordeste,61.0,0.918,0.321,0.295,0.6,0.555,0.443,0,False
2901205,Anagé,BA,Nordeste,121.0,0.95,0.322,0.306,0.669,0.54,0.523,0,False
2916401,Itapetinga,BA,Nordeste,579.0,0.927,0.322,0.299,0.641,0.667,0.283,1,False
2933604,Xique-Xique,BA,Nordeste,563.0,0.931,0.323,0.3,0.667,0.585,0.459,0,False
2910057,Dias d'Ávila,BA,Nordeste,645.0,0.86,0.323,0.278,0.642,0.676,0.324,1,False
